Comment	ADVsub	comment
ordre	NOMcom	ordre
.	PONfbl	.
”	PONpdr	”
Et	CONcoo	et
à	PRE	à
la	DETdef	le
fin	ADJqua	fin
finalle	NOMcom	finalle
,	PONfbl	,
ainsi	ADVgen	ainsi
en	PROadv	en
advint	VERcjg	advenir
.	PONfrt	.

A	PRE	a
la	DETdef	le
querelle	NOMcom	querelle
de	PRE	de
deux	DETcar	deux
pretendans	VERppa	prétendre
à	PRE	à
l'	DETdef	le
evesché	NOMcom	evesché
de	PRE	de
Collongne	NOMpro	Colongne
,	PONfbl	,
dont	PROrel	dont
l'	DETdef	le
ung	PROind	un
estoit	VERcjg	estre
frère	NOMcom	frère
du	PRE.DETdef	de.le
lentzgrave	NOMcom	lantrave
de	PRE	de
Hesse	NOMpro	Hesse
,	PONfbl	,
l'	DETdef	le
autre	ADJind	autre
parent	NOMcom	parent
du	PRE.DETdef	de.le
conte	NOMcom	conte
palatin	ADJqua	palatin
du	PRE.DETdef	de.le
Rin	NOMpro	Rin
,	PONfbl	,
ledict	DETcom	ledit
duc	NOMcom	duc
de	PRE	de
Bourgongne	NOMpro	Burgonde
tint	VERcjg	tenir
le	DETdef	le
party	NOMcom	parti
dudict	PRE.DETcom	de.ledit
palatin	NOMcom	palatin
et	CONcoo	et
entreprint	VERcjg	entreprendre
de	PRE	de
le	PROper	il
mectre	VERinf	mettre
par	PRE	par
force	NOMcom	force
en	PRE	en
ceste	DETdem	cest
dignité	NOMcom	dignité
,	PONfbl	,
esperant	VERppa	esperer
en	PRE	en
avoir	VERinf	avoir
quelques	DETind	quel
places	NOMcom	place
.	PONfrt	.

Et	CONcoo	et
mist	VERcjg	mettre
le	DETdef	le
siège	NOMcom	siège
devant	PRE	devant
Nuz	PROper	nous
,	PONfbl	,
près	PRE	près
Colongne	NOMpro	Colongne
,	PONfbl	,
l'	DETdef	le
an	NOMcom	an
mil	ADJcar	mille
IIIIc	ADJcar	quatre
LXXIIII	ADJcar	quarante-quatre
.	PONfrt	.

Et	CONcoo	et
y	PROadv	y
estoit	VERcjg	estre
ledict	DETcom	ledit
lentzgrave	NOMcom	lantrave
de	PRE	de
Hesse	NOMpro	Hesse
avec	PRE	avec
quelque	DETind	quel
nombre	NOMcom	nombre
de	PRE	de
gens	NOMcom	gens
de	PRE	de
guerre	NOMcom	guerre
.	PONfrt	.

Ledict	DETcom	ledit
duc	NOMcom	duc
mist	VERcjg	mettre
tant	ADVgen	tant
de	PRE	de
choses	NOMcom	chose
en	PRE	en
son	DETpos	son
ymagination	NOMcom	imagination
et	CONcoo	et
si	ADVgen	si
grandes	ADJqua	grand
,	PONfbl	,
qu'	CONsub	que
il	PROper	il
demeura	VERcjg	demeurer
soubz	PRE	sous
le	DETdef	le
fex	NOMcom	feu
:	PONfbl	:
car	CONsub	car
il	PROper	il
voulut	VERcjg	vouloir
en	PRE	en
ceste	DETdem	cest
saison	NOMcom	saison
propre	ADJqua	propre
faire	VERinf	faire
passer	VERinf	passer
le	DETdef	le
roy	NOMcom	roi
Edouard	NOMpro	Edouard
d'	PRE	de
Angleterre	NOMpro	Angleterre
,	PONfbl	,
lequel	PROrel	lequel
avoit	VERcjg	avoir
grant	ADJqua	grant
armée	NOMcom	armée
preste	ADJqua	prêt
à	PRE	à
la	DETdef	le
poursuyte	NOMcom	poursuite
dudict	PRE.DETcom	de.ledit
duc	NOMcom	duc
.	PONfrt	.

Il	PROper	il
feït	VERcjg	faire
de	PRE	de
grandes	ADJqua	grand
diligences	NOMcom	dilijance
pour	PRE	pour
achever	VERinf	achever
ceste	DETdem	cest
entreprise	NOMcom	entreprise
d'	PRE	de
Allemaigne	NOMpro	Allemagne
,	PONfbl	,
qui	PROrel	que
estoit	VERcjg	estre
,	PONfbl	,
s'	CONsub	se
il	PROper	il
eust	VERcjg	avoir
prins	VERppe	prendre
Nuz	ADJqua	nu
,	PONfbl	,
la	ADVgen	là
garnir	VERinf	garnir
bien	ADVgen	bien
et	CONcoo	et
une	DETndf	un
autre	ADJind	autre
place	NOMcom	place
ou	CONcoo	o
deux	PROcar	deux
au	PRE.DETdef	a
dessus	NOMcom	dessus
de	PRE	de
Coulongne	NOMpro	Coulonges
,	PONfbl	,
par	PRE	par
quoy	PROrel	quoi
ladicte	DETcom	ladit
cité	NOMcom	cité
de	PRE	de
Coulongne	NOMpro	Coulonges
diroit	VERcjg	dire
le	DETdef	le
mot	NOMcom	mot
et	CONcoo	et
que	CONsub	que
,	PONfbl	,
partant	ADVgen	partant
,	PONfbl	,
il	PROper	il
monteroit	VERcjg	monter
contre	PRE	contre
mont	NOMcom	monde
le	DETdef	le
Ryn	NOMpro	Rin
jusques	PRE	jusque
en	PRE	en
la	DETdef	le
conté	NOMcom	comté
de	PRE	de
Ferrette	NOMpro	Ferrette
,	PONfbl	,
qu'	PROrel	que
il	PROper	il
tenoit	VERcjg	tenir
lors	ADVgen	lors
,	PONfbl	,
et	CONcoo	et
ainsi	ADVgen	ainsi
tout	DETind	tout
le	DETdef	le
Ryn	NOMpro	Rin
seroit	VERcjg	estre
sien	ADJpos	sien
jusques	PRE	jusque
en	PRE	en
Hollande	NOMpro	Hollande
,	PONfbl	,
où	PROrel	où
il	PROimp	il
y	PROadv	y
a	VERcjg	avoir
plus	ADVgen	plus
de	PRE	de
fortes	ADJqua	fort
villes	NOMcom	ville
et	CONcoo	et
chasteaulx	NOMcom	château
que	CONsub	que
en	PRE	en
nul	DETind	nul
royaulme	NOMcom	royaume
de	PRE	de
la	DETdef	le
crestienté	NOMcom	chrétienté
,	PONfbl	,
si	ADVgen	si
n'	ADVneg	ne
est	VERcjg	estre
en	PRE	en
France	NOMpro	France
.	PONfrt	.

La	DETdef	le
trève	NOMcom	treve
qu'	PROrel	que
il	PROper	il
avoit	VERcjg	avoir
avecques	PRE	avec
le	DETdef	le
roy	NOMcom	roi
avoit	VERcjg	avoir
esté	VERppe	être
allongée	VERppe	allonger
de	PRE	de
six	DETcar	six
moys	NOMcom	mois
,	PONfbl	,
et	CONcoo	et
desjà	PRE	desjà
la	DETdef	le
pluspart	NOMcom	plospard
estoient	VERcjg	être
passéz	VERppe	passer
.	PONfrt	.

Le	DETdef	le
roy	NOMcom	roi
sollicitoit	VERcjg	soliciter
de	PRE	de
allonger	VERinf	allonger
et	CONcoo	et
qu'	CONsub	que
il	PROper	il
feïst	VERcjg	faire
à	PRE	à
son	DETpos	son
aise	NOMcom	aise
en	PRE	en
Allemaigne	NOMpro	Allemagne
,	PONfbl	,
ce	PROdem	ce
que	PROrel	que
ledit	DETcom	ledit
duc	NOMcom	duc
ne	ADVneg	ne
voulut	VERcjg	vouloir
faire	VERinf	faire
pour	PRE	pour
la	DETdef	le
promesse	NOMcom	promesse
qu'	PROrel	que
il	PROper	il
avoit	VERcjg	avoir
faicte	VERppe	faire
aux	PRE.DETdef	à.le
Angloys	NOMpro	Anglois
.	PONfrt	.

Je	PROper	je
me	PROper	je
passerois	VERcjg	passer
bien	ADVgen	bien
de	PRE	de
parler	VERinf	parler
de	PRE	de
ce	DETdem	ce
fait	NOMcom	fait
de	PRE	de
Nuz	NOMcom	nuit
,	PONfbl	,
pour	PRE	pour
ce	PROdem	ce
que	CONsub	que
ce	PROdem	ce
n'	ADVneg	ne
est	VERcjg	estre
pas	ADVneg	pas
selon	PRE	selon
le	DETdef	le
train	NOMcom	traim
de	PRE	de
nostre	DETpos	notre
matière	NOMcom	matiere
,	PONfbl	,
car	CONcoo	car
je	PROper	je
n'	ADVneg	ne
y	PROadv	y
estoye	VERcjg	estovoir
pas	ADVneg	pas
,	PONfbl	,
mais	CONcoo	mais
je	PROper	je
suis	VERcjg	être
forcé	VERppe	forcer
d'	PRE	de
en	PROadv	en
parler	VERinf	parler
pour	PRE	pour
les	DETdef	le
matières	NOMcom	matiere
qui	PROrel	que
en	PROadv	en
deppendent	VERcjg	dépendre
.	PONfrt	.

Dedans	PRE	dedans
la	DETdef	le
ville	NOMcom	ville
de	PRE	de
Nuz	NOMpro	nuire
s'	PROper	soi
estoient	VERcjg	être
mys	VERppe	metre
le	DETdef	le
lentgrave	NOMcom	langrave
de	PRE	de
Hesse	NOMpro	Hesse
et	CONcoo	et
plusieurs	PROind	plusieurs
de	PRE	de
ses	DETpos	son
parents	NOMcom	parent
et	CONcoo	et
amys	NOMcom	ami
,	PONfbl	,
jusques	PRE	jusque
au	PRE.DETdef	a
nombre	NOMcom	nombre
de	PRE	de
dix	DETcar	dix
huict	DETcar	huict
cens	DETcar	cent
hommes	NOMcom	homme
de	PRE	de
cheval	NOMcom	cheval
,	PONfbl	,
comme	CONsub	comme
il	PROper	il
m'	PROper	je
a	VERcjg	avoir
esté	VERppe	être
dit	VERppe	dire
,	PONfbl	,
et	CONcoo	et
très	ADVgen	très
gens	NOMcom	gens
de	PRE	de
bien	NOMcom	bien
:	PONfbl	:
et	CONcoo	et
aussi	ADVgen	aussi
ilz	PROper	il
le	PROper	il
monstrèrent	VERcjg	montrer
;	PONfbl	;
et	CONcoo	et
des	PRE.DETdef	de.le
gens	NOMcom	gens
de	PRE	de
pied	NOMcom	pied
,	PONfbl	,
ce	PROdem	ce
qu'	PROrel	que
il	PROper	il
leur	PROper	leur
en	PROadv	en
faisoit	VERcjg	faire
besoing	NOMcom	besoing
.	PONfrt	.

Ledict	DETcom	ledit
lentgrave	NOMcom	langrave
estoit	VERcjg	estre
frère	NOMcom	frère
de	PRE	de
l'	DETdef	le
evesque	NOMcom	évêque
qui	PROrel	que
avoit	VERcjg	avoir
esté	VERppe	être
esleü	VERppe	eslire
,	PONfbl	,
lequel	PROrel	lequel
estoit	VERcjg	estre
partie	NOMcom	partie
adverse	ADJqua	adverse
de	PRE	de
celuy	PROdem	cel
que	PROrel	que
soustenoit	VERcjg	soutenir
le	DETdef	le
duc	NOMcom	duc
de	PRE	de
Bourgongne	NOMpro	Burgonde
.	PONfrt	.

Et	CONcoo	et
ainsi	ADVgen	ainsi
ledict	DETcom	ledit
duc	NOMcom	duc
de	PRE	de
Bourgongne	NOMpro	Burgonde
mist	VERcjg	mettre
le	DETdef	le
siège	NOMcom	siège
devant	PRE	devant
Nuz	ADJqua	nu
,	PONfbl	,
l'	DETdef	le
an	NOMcom	an
mil	ADJcar	mille
IIIIc	ADJcar	quatre
LXXIIII	ADJcar	quarante-quatre
.	PONfrt	.

Il	PROper	il
avoit	VERcjg	avoir
la	DETdef	le
plus	ADVgen	plus
belle	ADJqua	beau
armée	NOMcom	armée
qu'	PROrel	que
il	PROper	il
eust	VERcjg	avoir
jamais	ADVgen	jamais
,	PONfbl	,
especiallement	ADVgen	espécialement
pour	PRE	pour
gens	NOMcom	gens
de	PRE	de
cheval	NOMcom	cheval
.	PONfrt	.

Car	CONcoo	car
,	PONfbl	,
pour	PRE	pour
aucunes	DETind	aucun
fins	NOMcom	fin
qu'	PROrel	que
il	PROper	il
pretendoit	VERcjg	prétendre
ès	PRE.DETdef	en.le
Ytalies	NOMpro	Italies
,	PONfbl	,
il	PROper	il
avoit	VERcjg	avoir
retiré	VERppe	retirer
quelque	DETind	quel
mil	DETcar	mille
hommes	NOMcom	homme
d'	PRE	de
armes	NOMcom	arme
ytaliens	ADJqua	italien
,	PONfbl	,
que	CONcoo	que
bons	ADJqua	bon
que	CONcoo	que
mauvais	ADJqua	mauvais
,	PONfbl	,
et	CONcoo	et
avoit	VERcjg	avoir
pour	PRE	pour
chef	NOMcom	chef
d'	PRE	de
entre	PRE	entre
eulx	PROper	eux
ung	PROind	un
appelé	VERppe	appeler
le	DETdef	le
conte	NOMcom	conte
de	PRE	de
Compobache	NOMpro	Compobache
,	PONfbl	,
du	PRE.DETdef	de.le
royaume	NOMcom	royaume
de	PRE	de
Naples	NOMpro	Nauplie
,	PONfbl	,
de	PRE	de
très	ADVgen	très
mauvaise	ADJqua	mauvais
foy	NOMcom	foi
et	CONcoo	et
très	ADVgen	très
perilleux	ADJqua	perilleux
.	PONfrt	.

Il	PROper	il
avoit	VERcjg	avoir
aussi	ADVgen	aussi
Jacques	NOMpro	Jacques
Gallyot	NOMpro	Gallïot
,	PONfbl	,
gentil	ADJqua	gentil
homme	NOMcom	homme
de	PRE	de
Naples	NOMpro	Nauplie
,	PONfbl	,
très	ADVgen	très
homme	NOMcom	homme
de	PRE	de
bien	NOMcom	bien
,	PONfbl	,
et	CONcoo	et
plusieurs	DETind	plusieurs
autres	PROind	autre
que	PROrel	que
je	PROper	je
passe	VERcjg	passer
pour	PRE	pour
briefveté	NOMcom	briefveté
.	PONfrt	.

Semblablement	ADVgen	semblablement
avoit	VERcjg	avoir
bien	ADVgen	bien
le	DETdef	le
nombre	NOMcom	nombre
de	PRE	de
trois	DETcar	trois
mil	DETcar	mille
Angloys	NOMpro	Anglois
,	PONfbl	,
très	ADVgen	très
gens	NOMcom	gens
de	PRE	de
bien	NOMcom	bien
,	PONfbl	,
et	CONcoo	et
ses	DETpos	son
subgectz	NOMcom	sujét
en	PRE	en
très	ADVgen	très
grant	ADJqua	grant
nombre	NOMcom	nombre
,	PONfbl	,
bien	ADVgen	bien
montéz	VERppe	monter
et	CONcoo	et
bien	ADVgen	bien
arméz	VERppe	armer
,	PONfbl	,
et	CONcoo	et
qui	PROrel	que
jà	ADVgen	jà
long	ADJqua	long
temps	NOMcom	temps
avoient	VERcjg	avoir
exercé	VERppe	exercer
le	DETdef	le
faict	NOMcom	fait
de	PRE	de
guerre	NOMcom	guerre
,	PONfbl	,
et	CONcoo	et
une	DETndf	un
très	ADVgen	très
grande	ADJqua	grand
et	CONcoo	et
puissante	ADJqua	poissant
artillerie	NOMcom	artillère
:	PONfbl	:
et	CONcoo	et
tout	DETind	tout
cecy	PROdem	cest
avoit	VERcjg	avoir
”	PONpdr	”
“	PONpga	“
il	PROper	il
tenu	VERppe	tenir
prest	ADJqua	prêt
pour	PRE	pour
se	PROper	soi
joindre	VERinf	joindre
avecques	PRE	avec
les	DETdef	le
Angloys	NOMpro	Anglois
à	PRE	à
leur	DETpos	leur
venue	NOMcom	venue
,	PONfbl	,
lesquelz	PROrel	lequel
faisoient	VERcjg	faire
toute	DETind	tout
diligence	NOMcom	dilijance
en	PRE	en
Angleterre	NOMpro	Angleterre
.	PONfrt	.

Mais	CONcoo	mais
les	DETdef	le
choses	NOMcom	chose
y	PROadv	y
sont	VERcjg	estre
longues	ADJqua	lonc
,	PONfbl	,
car	CONcoo	car
le	DETdef	le
roy	NOMcom	roi
ne	ADVneg	ne
peult	VERcjg	pouvoir
entreprendre	VERinf	entreprendre
une	DETndf	un
telle	DETind	tel
oeuvre	NOMcom	oeuvre
sans	PRE	sans
assembler	VERinf	assembler
son	DETpos	son
parlement	NOMcom	parlement
,	PONfbl	,
qui	PROrel	que
vault	VERcjg	valoir
autant	ADVgen	autant
comme	CONsub	comme
les	DETdef	le
troys	ADJcar	trois
estatz	NOMcom	état
,	PONfbl	,
qui	PROrel	que
est	VERcjg	estre
chose	NOMcom	chose
très	ADVgen	très
juste	ADJqua	juste
et	CONcoo	et
saincte	ADJqua	saint
,	PONfbl	,
et	CONcoo	et
en	PROadv	en
sont	VERcjg	estre
les	DETdef	le
roys	NOMcom	roi
plus	ADVgen	plus
fortz	ADJqua	fort
et	CONcoo	et
myeulx	ADVgen	mieux
serviz	VERppe	servir
quant	CONsub	cant
ainsi	ADVgen	ainsi
le	PROper	il
font	VERcjg	faire
en	PRE	en
semblables	ADJqua	semblable
matières	NOMcom	matiere
.	PONfrt	.

Quant	CONsub	quand
ces	DETdem	ce
estatz	NOMcom	état
sont	VERcjg	estre
assembléz	VERppe	assembler
,	PONfbl	,
il	PROper	il
declaire	VERcjg	déclarer
son	DETpos	son
intention	NOMcom	intention
et	CONcoo	et
demande	VERcjg	demander
ayde	NOMcom	aide
sur	PRE	sur
ses	DETpos	son
subgectz	NOMcom	sujét
,	PONfbl	,
car	CONcoo	car
il	PROper	il
ne	ADVneg	ne
se	PROper	soi
liève	VERcjg	livrer
nulles	DETind	nul
aydes	NOMcom	aide
en	PRE	en
Angleterre	NOMpro	Angleterre
,	PONfbl	,
si	CONsub	si
ce	PROdem	ce
n'	ADVneg	ne
est	VERcjg	estre
pour	PRE	pour
passer	VERinf	passer
en	PRE	en
France	NOMpro	France
ou	CONcoo	o
pour	PRE	pour
aller	VERinf	aller
en	PRE	en
Escosse	NOMpro	Escosse
,	PONfbl	,
ou	PRE.DETdef	en.le
choses	NOMcom	chose
assez	ADVgen	assez
semblables	ADJqua	semblable
;	PONfbl	;
et	CONcoo	et
très	ADVgen	très
voluntiers	ADVgen	volontiers
et	CONcoo	et
liberallement	ADVgen	libérallement
ilz	PROper	il
les	PROper	il
accordent	VERcjg	accorder
,	PONfbl	,
speciallement	ADVgen	spécialement
pour	PRE	pour
passer	VERinf	passer
en	PRE	en
France	NOMpro	France
.	PONfrt	.

Et	CONcoo	et
est	VERcjg	estre
bien	ADVgen	bien
une	DETndf	un
practicque	NOMcom	practique
que	PROrel	que
ces	DETdem	ce
roys	NOMcom	roi
d'	PRE	de
Angleterre	NOMpro	Angleterre
font	VERcjg	faire
quant	CONsub	cant
ilz	PROper	il
veullent	VERcjg	vouloir
amasser	VERinf	amasser
argent	NOMcom	argent
,	PONfbl	,
que	CONcoo	que
faire	VERinf	faire
semblant	NOMcom	semblant
d'	PRE	de
aller	VERinf	aller
en	PRE	en
Escosse	NOMpro	Escosse
et	CONcoo	et
faire	VERinf	faire
armées	NOMcom	armée
.	PONfrt	.

Et	CONcoo	et
pour	PRE	pour
lever	VERinf	lever
grant	ADJqua	grant
argent	NOMcom	argent
,	PONfbl	,
ilz	PROper	il
font	VERcjg	faire
ung	DETndf	un
payement	NOMcom	paiement
de	PRE	de
trois	DETcar	trois
moys	NOMcom	mois
,	PONfbl	,
et	CONcoo	et
puis	ADVgen	puis
rompent	VERcjg	rompre
leur	DETpos	leur
armée	NOMcom	armée
et	CONcoo	et
s'	PROper	soi
en	PROadv	en
retournent	VERcjg	retourner
à	PRE	à
l'	DETdef	le
hostel	NOMcom	hôtel
,	PONfbl	,
et	CONcoo	et
ilz	PROper	il
ont	VERcjg	avoir
receü	VERppe	recevoir
l'	DETdef	le
argent	NOMcom	argent
pour	PRE	pour
ung	DETndf	un
an	NOMcom	an
.	PONfrt	.

Et	CONcoo	et
ce	DETdem	ce
roy	NOMcom	roi
Edouard	NOMpro	Edouard
estoit	VERcjg	estre
tout	ADVgen	tout
plain	ADJqua	plein
de	PRE	de
ceste	DETdem	cest
practique	NOMcom	pratique
,	PONfbl	,
et	CONcoo	et
souvent	ADVgen	souvent
le	PROper	il
feït	VERcjg	faire
.	PONfrt	.

Ceste	DETdem	cest
armée	NOMcom	armée
mist	VERcjg	mettre
bien	ADVgen	bien
ung	DETndf	un
an	NOMcom	an
à	PRE	à
estre	VERinf	estre
preste	ADJqua	prêt
,	PONfbl	,
et	CONcoo	et
le	PROper	il
feït	VERcjg	faire
sçavoir	VERinf	savoir
à	PRE	à
monsr	NOMcom	moncre
de	PRE	de
Bourgongne	NOMpro	Burgonde
,	PONfbl	,
lequel	PROrel	lequel
,	PONfbl	,
au	PRE.DETdef	a
commencement	NOMcom	commencement
de	PRE	de
l'	DETdef	le
esté	NOMcom	esté
,	PONfbl	,
estoit	VERcjg	estre
allé	VERppe	aller
jusques	PRE	jusque
devant	PRE	devant
Nuz	PROper	nous
,	PONfbl	,
et	CONcoo	et
luy	PROper	lui
sembla	VERcjg	sembler
que	CONsub	que
en	PRE	en
peu	ADVgen	peu
de	PRE	de
jours	NOMcom	jour
il	PROper	il
auroit	VERcjg	avoir
mis	VERppe	metre
son	DETpos	son
homme	NOMcom	homme
en	PRE	en
possession	NOMcom	possession
,	PONfbl	,
et	CONcoo	et
qu'	CONsub	que
il	PROper	il
luy	PROper	lui
seroit	VERcjg	estre
demeuré	VERppe	demeurer
aucunes	DETind	aucun
places	NOMcom	place
,	PONfbl	,
comme	CONsub	comme
Nuz	NOMcom	nuit
et	CONcoo	et
autres	PROind	autre
,	PONfbl	,
pour	PRE	pour
parvenir	VERinf	parvenir
aux	PRE.DETdef	à.le
fins	NOMcom	fin
que	PROrel	que
je	PROper	je
vous	PROper	vous
ay	VERcjg	avoir
dit	VERppe	dire
.	PONfrt	.

J'	PROper	je
estime	VERcjg	estimer
que	CONsub	que
cecy	PROdem	cest
vint	VERcjg	venir
de	PRE	de
Dieu	NOMpro	Dieu
,	PONfbl	,
qui	PROrel	que
regarda	VERcjg	regarder
en	PRE	en
pitié	NOMcom	pitié
ce	DETdem	ce
royaulme	NOMcom	royaume
,	PONfbl	,
car	CONcoo	car
ayant	VERppa	avoir
l'	DETdef	le
armée	NOMcom	armée
telle	ADJind	tel
comme	CONsub	comme
il	PROper	il
avoit	VERcjg	avoir
et	CONcoo	et
desjà	ADVgen	desjà
estoient	VERcjg	être
accoustuméz	VERppe	accoutumer
par	PRE	par
plusieurs	DETind	plusieurs
années	NOMcom	année
tenir	VERinf	tenir
les	DETdef	le
champs	NOMcom	champ
par	PRE	par
ce	DETdem	ce
royaume	NOMcom	royaume
,	PONfbl	,
sans	PRE	sans
ce	PROdem	ce
que	CONsub	que
nul	PROind	nul
luy	PROper	lui
prestast	VERcjg	prêter
bataille	NOMcom	bataille
ny	CONcoo	ni
ne	ADVneg	ne
se	PROper	soi
trouvast	VERcjg	trouver
aux	PRE.DETdef	à.le
champs	NOMcom	champ
en	PRE	en
puissance	NOMcom	poissance
contre	PRE	contre
luy	PROper	lui
,	PONfbl	,
si	CONsub	si
ce	PROdem	ce
n'	ADVneg	ne
estoit	VERcjg	estre
en	PRE	en
gardant	VERppa	garder
les	DETdef	le
ville	NOMcom	ville
.	PONfrt	.

Mais	CONcoo	mais
bien	ADVgen	bien
est	VERcjg	estre
vray	ADJqua	vrai
que	CONsub	que
cela	PROdem	cel
procedoit	VERcjg	proceder
du	PRE.DETdef	de.le
roy	NOMcom	roi
,	PONfbl	,
qui	PROrel	que
ne	ADVneg	ne
vouloit	VERcjg	vouloir
riens	PROind	rien
mectre	VERinf	mettre
en	PRE	en
hazart	NOMcom	hasart
;	PONfbl	;
et	CONcoo	et
ne	ADVneg	ne
le	PROper	il
faisoit	VERcjg	faire
pas	ADVneg	pas
seullement	ADVgen	seulement
pour	PRE	pour
la	DETdef	le
craincte	NOMcom	crainte
du	PRE.DETdef	de.le
duc	NOMcom	duc
de	PRE	de
Bourgongne	NOMpro	Burgonde
,	PONfbl	,
mais	CONcoo	mais
pour	PRE	pour
doubte	NOMcom	doute
de	PRE	de
desobeissance	NOMcom	désobissance
qui	PROrel	que
pourroit	VERcjg	pouvoir
advenir	VERinf	advenir
en	PRE	en
son	DETpos	son
royaulme	NOMcom	royaume
,	PONfbl	,
si	ADVgen	si
ainsi	ADVgen	ainsi
estoit	VERcjg	estre
qu'	CONsub	que
il	PROper	il
perdist	VERcjg	perdre
une	DETndf	un
bataille	NOMcom	bataille
.	PONfrt	.

Car	CONcoo	car
il	PROper	il
estimoit	VERcjg	estimer
n'	ADVneg	ne
estre	VERinf	estre
pas	ADVneg	pas
bien	ADVgen	bien
de	PRE	de
tous	DETind	tous
ses	DETpos	son
subjectz	NOMcom	sujét
,	PONfbl	,
et	CONcoo	et
par	PRE	par
especial	NOMcom	especïal
des	PRE.DETdef	de.le
grans	ADJqua	grand
.	PONfrt	.

Et	CONcoo	et
si	CONsub	si
j'	PROper	je
osoye	VERcjg	oser
tout	PROind	tout
dire	VERinf	dire
,	PONfbl	,
il	PROper	il
m'	PROper	je
a	VERcjg	avoir
maintesfois	ADVgen	maintesif
dit	VERppe	dire
qu'	CONsub	que
il	PROper	il
congnoissoit	VERcjg	connaître
bien	ADVgen	bien
ses	DETpos	son
subjectz	NOMcom	sujét
et	CONcoo	et
qu'	CONsub	que
il	PROper	il
le	PROper	il
trouveroit	VERcjg	trouver
si	CONsub	si
ses	DETpos	son
besongnes	NOMcom	besogne
se	PROper	soi
portoient	VERcjg	porter
mal	NOMcom	mal
.	PONfrt	.

Et	CONcoo	et
pour	PRE	pour
ce	PROdem	ce
,	PONfbl	,
quant	CONsub	cant
le	DETdef	le
duc	NOMcom	duc
de	PRE	de
Bourgongne	NOMpro	Burgonde
entroit	VERcjg	entrer
,	PONfbl	,
il	PROper	il
ne	ADVneg	ne
faisoit	VERcjg	faire
que	CONsub	que
fort	ADVgen	fort
bien	ADVgen	bien
garnir	VERinf	garnir
les	DETdef	le
places	NOMcom	place
au	PRE.DETdef	a
devant	NOMcom	devant
de	PRE	de
luy	PROper	lui
.	PONfrt	.

Et	CONcoo	et
ainsi	ADVgen	ainsi
,	PONfbl	,
en	PRE	en
peu	ADVgen	peu
de	PRE	de
temps	NOMcom	temps
,	PONfbl	,
l'	DETdef	le
armée	NOMcom	armée
du	PRE.DETdef	de.le
duc	NOMcom	duc
de	PRE	de
Bourgongne	NOMpro	Burgonde
se	PROper	soi
desfaisoit	VERcjg	défaire
d'	PRE	de
elle	PROper	elle
mesmes	ADJind	même
sans	PRE	sans
ce	PROdem	ce
que	CONsub	que
le	DETdef	le
roy	NOMcom	roi
mist	VERcjg	mettre
son	DETpos	son
estat	NOMcom	état
en	PRE	en
nul	DETind	nul
peril	NOMcom	peril
,	PONfbl	,
qui	PROrel	que
me	PROper	je
sembloit	VERcjg	sembler
proceder	VERinf	procéder
par	PRE	par
grant	ADJqua	grant
sens	NOMcom	sens
.	PONfrt	.

Toutesfois	ADVgen	toutefois
,	PONfbl	,
ayant	VERppa	avoir
le	DETdef	le
duc	NOMcom	duc
de	PRE	de
Bourgongne	NOMpro	Burgonde
la	DETdef	le
puissance	NOMcom	poissance
telle	ADJind	tel
que	CONsub	que
je	PROper	je
vous	PROper	vous
ay	VERcjg	avoir
dicte	VERppe	dire
,	PONfbl	,
et	CONcoo	et
l'	DETdef	le
armée	NOMcom	armée
du	PRE.DETdef	de.le
roy	NOMcom	roi
d'	PRE	de
Angleterre	NOMpro	Angleterre
fust	VERcjg	estre
venue	VERppe	venir
au	PRE.DETdef	a
commencement	NOMcom	commencement
de	PRE	de
la	DETdef	le
saison	NOMcom	saison
,	PONfbl	,
comme	CONsub	comme
elle	PROper	elle
eust	VERcjg	avoir
sans	PRE	sans
nulle	DETind	nul
doubte	NOMcom	doute
,	PONfbl	,
n'	ADVneg	ne
eust	VERcjg	avoir
esté	VERppe	être
l'	DETdef	le
erreur	NOMcom	herreur
du	PRE.DETdef	de.le
duc	NOMcom	duc
de	PRE	de
Bourgongne	NOMpro	Burgonde
de	PRE	de
soy	PROper	soi
mectre	VERinf	mettre
si	ADVgen	si
obstinéement	ADVgen	obstinément
devant	PRE	devant
Nuz	ADJqua	nu
,	PONfbl	,
il	PROimp	il
ne	ADVneg	ne
fault	VERcjg	falir
pas	ADVneg	pas
doubter	VERinf	douter
que	CONsub	que
ce	DETdem	ce
royaulme	NOMcom	royaume
n'	ADVneg	ne
eust	VERcjg	avoir
porté	VERppe	porter
de	PRE	de
très	ADVgen	très
grans	ADJqua	grand
affaires	NOMcom	affaire
.	PONfrt	.

Car	CONcoo	car
jamais	ADVgen	jamais
roy	NOMcom	roi
d'	PRE	de
Angleterre	NOMpro	Angleterre
ne	ADVneg	ne
passa	VERcjg	passer
si	ADVgen	si
puissante	ADJqua	poissant
armée	NOMcom	armée
pour	PRE	pour
ung	DETndf	un
coup	NOMcom	coup
,	PONfbl	,
que	PROrel	que
fut	VERcjg	être
cestecy	PROdem	cest
dont	PROrel	dont
je	PROper	je
parle	VERcjg	parler
,	PONfbl	,
ne	CONcoo	ne
si	ADVgen	si
bien	ADVgen	bien
disposée	VERppe	disposer
pour	PRE	pour
combattre	VERinf	combattre
.	PONfrt	.

