Comment	ADVsub	comment
,	PONfbl	,
tant	ADVgen	tant
sur	PRE	sur
les	DETdef	le
gens	NOMcom	gens
d'	PRE	de
armes	NOMcom	arme
que	CONsub	que
pour	PRE	pour
garder	VERinf	garder
le	DETdef	le
peuple	NOMcom	peuple
et	CONcoo	et
que	CONsub	que
pour	PRE	pour
faire	VERinf	faire
la	DETdef	le
guerre	NOMcom	guerre
.	PONfrt	.

Et	CONcoo	et
,	PONfbl	,
pour	PRE	pour
ce	PROdem	ce
que	CONsub	que
j'	PROper	je
ay	VERcjg	avoir
esté	VERppe	être
adverty	VERppe	advertir
que	CONsub	que
entre	PRE	entre
vous	PROper	vous
de	PRE	de
ce	DETdem	ce
payz	NOMcom	pay
avez	VERcjg	avoir
bien	ADVgen	bien
agreable	ADJqua	agréable
le	DETdef	le
Jouvencel	NOMpro	Jouvenceau
,	PONfbl	,
et	CONcoo	et
aussi	ADVgen	aussi
pour	PRE	pour
le	DETdef	le
bon	ADJqua	bon
rapport	NOMcom	rapport
que	PROrel	que
j'	PROper	je
ay	VERcjg	avoir
eu	VERppe	avoir
par	PRE	par
vous	PROper	vous
tous	PROind	tous
de	PRE	de
luy	PROper	lui
,	PONfbl	,
il	PROper	il
a	VERcjg	avoir
semblé	VERppe	sembler
à	PRE	à
tous	DETind	tous
ces	DETdem	ce
seigneurs	NOMcom	seigneur
,	PONfbl	,
cappitaines	NOMcom	chapitaine
et	CONcoo	et
chiefz	NOMcom	chef
de	PRE	de
guerre	NOMcom	guerre
,	PONfbl	,
qui	PROrel	que
yci	ADVgen	ici
sont	VERcjg	estre
,	PONfbl	,
que	CONsub	que
le	DETdef	le
Jouvencel	NOMpro	Jouvenceau
,	PONfbl	,
qui	PROrel	que
est	VERcjg	estre
yci	ADVgen	ici
present	ADJqua	présent
,	PONfbl	,
y	PROadv	y
peult	VERcjg	pouvoir
bien	ADVgen	bien
servir	VERinf	servir
le	DETdef	le
Roy	NOMcom	roi
et	CONcoo	et
moy	PROper	moi
.	PONfrt	.

Et	CONcoo	et
,	PONfbl	,
pour	PRE	pour
ce	PROdem	ce
,	PONfbl	,
en	PRE	en
vostre	DETpos	vostre
presence	NOMcom	présence
,	PONfbl	,
je	PROper	je
le	PROper	il
constitue	VERcjg	constituer
lieutenant	NOMcom	lieutenant
en	PRE	en
lieu	NOMcom	lieu
de	PRE	de
moy	PROper	moi
et	CONcoo	et
vous	PROper	vous
prie	VERcjg	priier
et	CONcoo	et
commande	VERcjg	commander
à	PRE	à
tous	PROind	tous
que	CONsub	que
vous	PROper	vous
luy	PROper	lui
obéissez	VERcjg	obéir
comme	CONsub	comme
à	PRE	à
ma	DETpos	mon
propre	ADJqua	propre
personne	NOMcom	personne
.	PONfbl	.
”	PONpdr	”
à	PRE	à
quoy	PROrel	quoi
tous	DETind	tous
ceulx	PROdem	celui
du	PRE.DETdef	de.le
païs	NOMcom	päis
respondirent	VERcjg	répondre
au	PRE.DETdef	a
conte	NOMcom	conte
:	PONfbl	:
“	PONpga	“
Monseigneur	NOMcom	monseigneur
,	PONfbl	,
très	ADVgen	très
grant	ADJqua	grant
mercy	NOMcom	merci
!	PONfrt	!

Il	PROimp	il
nous	PROper	nous
semble	VERcjg	sembler
que	CONsub	que
vous	PROper	vous
nous	PROper	nous
avez	VERcjg	avoir
très	ADVgen	très
bien	ADVgen	bien
pourveuz	VERppe	pourvoir
.	PONfbl	.
”	PONpdr	”
Sur	PRE	sur
ce	PROdem	ce
,	PONfbl	,
le	DETdef	le
conte	NOMcom	conte
appela	VERcjg	appeler
maistre	NOMcom	maître
Guiet	NOMpro	Guiet
,	PONfbl	,
son	DETpos	son
secrétaire	NOMcom	secretaire
,	PONfbl	,
auquel	PRE.PROrel	à.lequel
il	PROper	il
commanda	VERcjg	commander
ses	DETpos	son
lettres	NOMcom	lettre
,	PONfbl	,
dont	PROrel	dont
tous	PROind	tous
,	PONfbl	,
grans	ADJqua	grand
et	CONcoo	et
petiz	ADJqua	petit
,	PONfbl	,
furent	VERcjg	estre
tant	ADVgen	tant
joyeux	ADJqua	joyau
que	CONsub	que
merveilles	NOMcom	merveille
.	PONfrt	.

En	PRE	en
la	DETdef	le
presence	NOMcom	présence
desquieulx	PRE.DETrel	de.lequel
maistre	NOMcom	maître
Guiet	NOMpro	Guiet
reçeust	VERcjg	recevoir
le	DETdef	le
serement	NOMcom	serment
du	PRE.DETdef	de.le
Jouvencel	NOMpro	Jouvenceau
,	PONfbl	,
en	PRE	en
tel	DETind	tel
cas	NOMcom	cas
acoustumé	VERppe	accoutumer
,	PONfbl	,
par	PRE	par
le	DETdef	le
commandement	NOMcom	commandement
de	PRE	de
monseigneur	NOMcom	monseigneur
le	DETdef	le
conte	NOMcom	conte
,	PONfbl	,
lieutenant	NOMcom	lieutenant
du	PRE.DETdef	de.le
Roy	NOMcom	roi
.	PONfrt	.

Si	ADVgen	si
ala	VERcjg	aller
la	DETdef	le
nouvelle	NOMcom	nouvelle
par	PRE	par
la	DETdef	le
ville	NOMcom	ville
et	CONcoo	et
parmi	PRE	parmi
l'	DETdef	le
ost	NOMcom	ost
comment	ADVsub	comment
le	DETdef	le
Jouvencel	NOMpro	Jouvenceau
estoit	VERcjg	estre
lieutenant	NOMcom	lieutenant
du	PRE.DETdef	de.le
conte	NOMcom	conte
de	PRE	de
Parvanchières	NOMpro	Parvanchières
,	PONfbl	,
cousin	NOMcom	cousin
et	CONcoo	et
lieutenant	NOMcom	lieutenant
general	ADJqua	général
du	PRE.DETdef	de.le
Roy	NOMcom	roi
;	PONfbl	;
dont	PROrel	dont
chascun	PROind	chascun
fut	VERcjg	être
joyeux	ADJqua	joyau
.	PONfrt	.

Et	CONcoo	et
en	PRE	en
brief	NOMcom	bref
les	DETdef	le
ennemiz	NOMcom	ennemi
le	PROper	il
sceurent	VERcjg	savoir
;	PONfbl	;
qui	PROrel	que
n'	ADVneg	ne
y	PROadv	y
prindrent	VERcjg	prendre
point	ADVneg	point
de	PRE	de
plaisir	NOMcom	plaisir
;	PONfbl	;
car	CONcoo	car
ilz	PROper	il
doubtoient	VERcjg	douter
fort	ADVgen	fort
le	DETdef	le
Jouvencel	NOMpro	Jouvenceau
.	PONfrt	.

Ce	DETdem	ce
soir	NOMcom	soir
,	PONfbl	,
le	DETdef	le
conte	NOMcom	conte
ala	VERcjg	aller
remercier	VERinf	remercier
Nostre	DETpos	notre
Dame	NOMcom	dame
de	PRE	de
Bonne	NOMpro	Bonne
”	PONpdr	”
“	PONpga	“
Grace	NOMcom	grâce
et	CONcoo	et
le	DETdef	le
landemain	NOMcom	lendemain
à	PRE	à
Sainct	ADJqua	saint
”	PONpdr	”
“	PONpga	“
Symphorien	NOMpro	Simporien
,	PONfbl	,
acompaigné	VERppe	accompagner
de	PRE	de
chevaliers	NOMcom	chevalier
,	PONfbl	,
escuiers	NOMcom	escuier
et	CONcoo	et
gens	NOMcom	gens
de	PRE	de
tous	DETind	tous
estas	NOMcom	estab
en	PRE	en
grant	ADJqua	grant
nombre	NOMcom	nombre
.	PONfrt	.

Au	PRE.DETdef	a
matin	NOMcom	matin
,	PONfbl	,
aprez	PRE	après
la	DETdef	le
messe	NOMcom	messe
,	PONfbl	,
dit	VERcjg	dire
adieu	NOMcom	adieu
à	PRE	à
ceulx	PROdem	celui
de	PRE	de
la	DETdef	le
ville	NOMcom	ville
,	PONfbl	,
prist	VERcjg	prendre
ses	DETpos	son
armes	NOMcom	arme
et	CONcoo	et
monta	VERcjg	monter
sur	PRE	sur
son	DETpos	son
coursier	NOMcom	coursier
et	CONcoo	et
tira	VERcjg	tirer
aux	PRE.DETdef	à.le
champs	NOMcom	champ
,	PONfbl	,
luy	PROper	lui
et	CONcoo	et
son	DETpos	son
ost	NOMcom	ost
;	PONfbl	;
et	CONcoo	et
là	ADVgen	là
ordonna	VERcjg	ordonner
ses	DETpos	son
batailles	NOMcom	bataille
et	CONcoo	et
prist	VERcjg	prendre
son	DETpos	son
chemin	NOMcom	chemin
pour	PRE	pour
soy	PROper	soi
en	PROadv	en
retourner	VERinf	retourner
.	PONfrt	.

Ainsi	ADVgen	ainsi
qu'	CONsub	que
il	PROper	il
voulust	VERcjg	vouloir
marchier	VERinf	marchier
,	PONfbl	,
le	DETdef	le
cappitaine	NOMcom	chapitaine
de	PRE	de
Crathor	NOMpro	Crathor
,	PONfbl	,
le	DETdef	le
Jouvencel	NOMpro	Jouvenceau
,	PONfbl	,
le	DETdef	le
sire	NOMcom	seignor
de	PRE	de
Rocqueton	NOMpro	Rocqueton
et	CONcoo	et
le	DETdef	le
Mareschal	NOMpro	Mareschal
prindrent	VERcjg	prendre
congié	NOMcom	congié
de	PRE	de
lui	PROper	il
et	CONcoo	et
luy	PROper	lui
dirent	VERcjg	dire
beaucoup	ADVgen	beaucoup
de	PRE	de
belles	ADJqua	beau
parolles	NOMcom	parole
et	CONcoo	et
notables	ADJqua	noutable
,	PONfbl	,
en	PRE	en
luy	PROper	lui
recommandant	VERppa	recommander
le	DETdef	le
païs	NOMcom	päis
et	CONcoo	et
leurs	DETpos	leur
personnes	NOMcom	personne
et	CONcoo	et
leurs	DETpos	leur
affaires	NOMcom	affaire
,	PONfbl	,
et	CONcoo	et
en	PRE	en
le	PROper	il
remerciant	VERppa	remercïer
très	ADVgen	très
humblement	ADVgen	humblement
de	PRE	de
l'	DETdef	le
honneur	NOMcom	honneur
qu'	PROrel	que
il	PROper	il
avoit	VERcjg	avoir
fait	VERppe	faire
au	PRE.DETdef	a
Jouvencel	NOMpro	Jouvenceau
.	PONfrt	.

Puis	ADVgen	puis
commença	VERcjg	commencer
le	DETdef	le
Jouvencel	NOMpro	Jouvenceau
ces	DETdem	ce
parolles	NOMcom	parole
:	PONfbl	:
“	PONpga	“
Monseigneur	NOMcom	monseigneur
,	PONfbl	,
je	PROper	je
prie	VERcjg	priier
à	PRE	à
Dieu	NOMpro	Dieu
qu'	CONsub	que
il	PROper	il
me	PROper	je
doint	VERcjg	doner
grace	NOMcom	grâce
que	CONsub	que
je	PROper	je
puisse	VERcjg	pöoir
faire	VERinf	faire
service	NOMcom	service
au	PRE.DETdef	a
Roy	NOMcom	roi
et	CONcoo	et
à	PRE	à
vous	PROper	vous
et	CONcoo	et
chose	NOMcom	chose
dont	PROrel	dont
vous	PROper	vous
soyez	VERcjg	estre
content	ADJqua	content
de	PRE	de
l'	DETdef	le
honneur	NOMcom	honneur
que	PROrel	que
vous	PROper	vous
m'	PROper	je
avez	VERcjg	avoir
fait	VERppe	faire
.	PONfrt	.

Et	CONcoo	et
Dieu	NOMpro	Dieu
me	PROper	je
doint	VERcjg	doner
,	PONfbl	,
avant	PRE	avant
la	DETdef	le
mort	NOMcom	mort
,	PONfbl	,
que	CONsub	que
je	PROper	je
face	VERcjg	faire
faulte	NOMcom	faute
au	PRE.DETdef	a
Roy	NOMcom	roi
ne	CONcoo	ne
à	PRE	à
vous	PROper	vous
.	PONfbl	.
”	PONpdr	”
à	PRE	à
quoy	PROrel	quoi
le	DETdef	le
conte	NOMcom	conte
respondist	VERcjg	répondre
:	PONfbl	:
“	PONpga	“
Jouvencel	NOMpro	Jouvenceau
,	PONfbl	,
je	PROper	je
sçay	VERcjg	savoir
bien	ADVgen	bien
que	CONsub	que
vous	PROper	vous
estes	VERcjg	estre
bon	ADJqua	bon
homme	NOMcom	homme
.	PONfrt	.

Vous	PROper	vous
avez	VERcjg	avoir
bien	ADVgen	bien
fait	VERppe	faire
jusques	PRE	jusque
ycy	ADVgen	ici
.	PONfrt	.

Je	PROper	je
vous	PROper	vous
prie	VERcjg	priier
que	CONsub	que
faciez	VERcjg	faire
encores	ADVgen	encore
mieulx	ADVgen	mieux
.	PONfbl	.
”	PONpdr	”
En	PRE	en
le	PROper	il
prenant	VERppa	prendre
par	PRE	par
la	DETdef	le
main	NOMcom	main
et	CONcoo	et
lui	PROper	il
disant	VERppa	dire
:	PONfbl	:
“	PONpga	“
Jouvencel	NOMpro	Jouvenceau
,	PONfbl	,
je	PROper	je
pri	VERcjg	priier
à	PRE	à
Dieu	NOMpro	Dieu
que	CONsub	que
ma	DETpos	mon
main	NOMcom	main
vous	PROper	vous
puisse	VERcjg	pöoir
valoir	VERinf	valoir
bonne	ADJqua	bon
fortune	NOMcom	fortune
.	PONfrt	.

Et	CONcoo	et
adieu	NOMpro	Adieu
!	PONfrt	!

”	PONpdr	”
Ainsi	ADVgen	ainsi
se	PROper	soi
despartirent	VERcjg	départir
d'	PRE	de
une	DETndf	un
part	NOMcom	part
et	CONcoo	et
d'	PRE	de
aultre	PROind	autre
,	PONfbl	,
et	CONcoo	et
s'	PROper	soi
en	PROadv	en
alla	VERcjg	aller
chascun	PROind	chascun
à	PRE	à
son	DETpos	son
affaire	NOMcom	affaire
,	PONfbl	,
le	DETdef	le
conte	NOMcom	conte
devers	PRE	devers
le	DETdef	le
Roy	NOMcom	roi
et	CONcoo	et
les	DETdef	le
aultres	PROind	autre
à	PRE	à
la	DETdef	le
ville	NOMcom	ville
.	PONfrt	.

Et	CONcoo	et
puis	ADVgen	puis
chevaucha	VERcjg	chevauchier
tant	ADVgen	tant
le	DETdef	le
conte	NOMcom	conte
par	PRE	par
ses	DETpos	son
journées	NOMcom	journée
qu'	CONsub	que
il	PROper	il
arriva	VERcjg	arriver
devers	PRE	devers
le	DETdef	le
Roy	NOMcom	roi
,	PONfbl	,
où	PROrel	où
il	PROper	il
fut	VERcjg	être
grandement	ADVgen	grandement
repçeu	VERppe	repeurer
.	PONfrt	.

Et	CONcoo	et
lui	PROper	il
dist	VERcjg	dire
le	DETdef	le
Roy	NOMcom	roi
:	PONfbl	:
“	PONpga	“
Beau	ADJqua	beau
cousin	NOMcom	cousin
,	PONfbl	,
vous	PROper	vous
avez	VERcjg	avoir
très	ADVgen	très
bien	ADVgen	bien
besongné	VERppe	besogner
.	PONfrt	.

Vous	PROper	vous
soyez	VERcjg	estre
le	DETdef	le
très	ADVgen	très
bien	ADVgen	bien
venu	VERppe	venir
.	PONfrt	.

Comment	ADVsub	comment
le	PROper	il
fait	VERcjg	faire
”	PONpdr	”
“	PONpga	“
l'en	PROind	loin
par	PRE	par
dela	ADVgen	delà
et	CONcoo	et
comment	ADVint	comment
se	PROper	soi
porte	VERcjg	porter
tout	PROind	tout
?	PONfrt	?

”	PONpdr	”
”	PONpdr	”
“	PONpga	“
“	PONpga	“
Monseigneur	NOMcom	monseigneur
,	PONfbl	,
dit	VERcjg	dire
le	DETdef	le
conte	NOMcom	conte
,	PONfbl	,
très	ADVgen	très
bien	ADVgen	bien
.	PONfrt	.

J'	PROper	je
ay	VERcjg	avoir
pourveu	VERppe	pourvoir
par	PRE	par
le	DETdef	le
conseil	NOMcom	conseil
de	PRE	de
tous	DETind	tous
les	DETdef	le
gens	NOMcom	gens
du	PRE.DETdef	de.le
païs	NOMcom	päis
et	CONcoo	et
de	PRE	de
tous	DETind	tous
les	DETdef	le
seigneurs	NOMcom	seigneur
que	PROrel	que
vous	PROper	vous
aviez	VERcjg	avoir
envoyé	VERppe	envoyer
quant	ADVgen	cant
et	CONcoo	et
moy	PROper	moi
;	PONfbl	;
c'	PROdem	ce
est	VERcjg	estre
assavoir	VERinf	assavoir
,	PONfbl	,
que	PROrel	que
j'	PROper	je
ay	VERcjg	avoir
laissé	VERppe	laisser
le	DETdef	le
Jouvencel	NOMpro	Jouvenceau
,	PONfbl	,
dont	PROrel	dont
avez	VERcjg	avoir
oy	VERppe	ouïr
parler	VERinf	parler
,	PONfbl	,
pour	PRE	pour
moy	PROper	moi
lieutenant	NOMcom	lieutenant
ou	CONcoo	o
païs	NOMcom	päis
.	PONfrt	.

Et	CONcoo	et
nous	PROper	nous
a	VERcjg	avoir
semblé	VERppe	sembler
à	PRE	à
tous	PROind	tous
qu'	CONsub	que
il	PROper	il
le	PROper	il
vaut	VERcjg	valoir
bien	ADVgen	bien
.	PONfbl	.
”	PONpdr	”
Le	DETdef	le
Roy	NOMcom	roi
dist	VERcjg	dire
:	PONfbl	:
“	PONpga	“
J'	PROper	je
ay	VERcjg	avoir
ouy	VERppe	ouïr
bien	ADVgen	bien
bonne	ADJqua	bon
et	CONcoo	et
grande	ADJqua	grand
renommée	NOMcom	renommée
de	PRE	de
lui	PROper	il
et	CONcoo	et
suis	VERcjg	être
bien	ADVgen	bien
joyeux	ADJqua	joyau
que	CONsub	que
y	PROadv	y
ayez	VERcjg	avoir
pourveu	VERppe	pourvoir
de	PRE	de
homme	NOMcom	homme
qui	PROrel	que
ayme	VERcjg	aimer
la	DETdef	le
guerre	NOMcom	guerre
et	CONcoo	et
le	DETdef	le
païz	NOMcom	päis
et	CONcoo	et
justice	NOMcom	justice
;	PONfbl	;
et	CONcoo	et
je	PROper	je
croy	VERcjg	croire
bien	ADVgen	bien
que	CONsub	que
le	DETdef	le
Jouvencel	NOMpro	Jouvenceau
est	VERcjg	estre
bon	ADJqua	bon
homme	NOMcom	homme
.	PONfrt	.

Et	CONcoo	et
,	PONfbl	,
se	CONsub	se
il	PROper	il
fist	VERcjg	faire
onques	ADVgen	onque
bien	ADVgen	bien
,	PONfbl	,
je	PROper	je
croy	VERcjg	croire
qu'	CONsub	que
il	PROper	il
fera	VERcjg	faire
encores	ADVgen	encore
mieulx	ADVgen	mieux
,	PONfbl	,
veu	VERppe	voir
le	DETdef	le
bien	NOMcom	bien
et	CONcoo	et
l'	DETdef	le
honneur	NOMcom	honneur
que	PROrel	que
vous	PROper	vous
luy	PROper	lui
avez	VERcjg	avoir
fait	VERppe	faire
.	PONfbl	.
”	PONpdr	”
”	PONpdr	”
“	PONpga	“
“	PONpga	“
Monseigneur	NOMcom	monseigneur
,	PONfbl	,
dit	VERcjg	dire
le	DETdef	le
conte	NOMcom	conte
,	PONfbl	,
c'	PROdem	ce
est	VERcjg	estre
ung	DETndf	un
homme	NOMcom	homme
d'	PRE	de
or	NOMcom	or
pour	PRE	pour
la	DETdef	le
guerre	NOMcom	guerre
,	PONfbl	,
et	CONcoo	et
pleust	VERcjg	plaire
à	PRE	à
Dieu	NOMpro	Dieu
que	CONsub	que
vous	PROper	vous
l'	PROper	il
eussiez	VERcjg	avoir
aussi	ADVgen	aussi
bien	ADVgen	bien
veu	VERppe	voir
sur	PRE	sur
les	DETdef	le
champs	NOMcom	champ
comme	CONsub	comme
nous	PROper	nous
avons	VERcjg	avoir
;	PONfbl	;
car	CONcoo	car
le	PROper	il
aimeriez	VERcjg	amer
bien	ADVgen	bien
.	PONfrt	.

Mais	CONcoo	mais
,	PONfbl	,
pour	PRE	pour
ce	PROdem	ce
,	PONfbl	,
monseigneur	NOMcom	monseigneur
,	PONfbl	,
que	PROrel	que
je	PROper	je
ne	ADVneg	ne
suis	VERcjg	être
que	ADVgen	que
vostre	DETpos	vostre
lieutenant	NOMcom	lieutenant
general	ADJqua	général
par	PRE	par
dela	ADVgen	delà
et	CONcoo	et
que	CONsub	que
,	PONfbl	,
sans	PRE	sans
vostre	DETpos	vostre
consentement	NOMcom	consentement
,	PONfbl	,
je	PROper	je
ne	ADVneg	ne
puis	VERcjg	pöoir
commettre	VERinf	commettre
aultre	DETind	autre
lieutenant	NOMcom	lieutenant
general	ADJqua	général
en	PRE	en
mon	DETpos	mon
lieu	NOMcom	lieu
,	PONfbl	,
s'	CONsub	se
il	PROimp	il
vous	PROper	vous
plaist	VERcjg	plaire
,	PONfbl	,
vous	PROper	vous
ratiffirez	VERcjg	ratifirer
et	CONcoo	et
approuverez	VERcjg	approuver
ce	PROdem	ce
que	PROrel	que
j'	PROper	je
ai	VERcjg	avoir
fait	VERppe	faire
touchant	VERppa	toucher
la	DETdef	le
lieutenance	NOMcom	lieutenance
du	PRE.DETdef	de.le
Jouvencel	NOMpro	Jouvenceau
.	PONfbl	.
”	PONpdr	”
Ce	PROdem	ce
que	PROrel	que
le	DETdef	le
Roy	NOMcom	roi
fist	VERcjg	faire
très	ADVgen	très
voulentiers	ADVgen	volontiers
pour	PRE	pour
les	DETdef	le
grans	ADJqua	grand
et	CONcoo	et
bons	ADJqua	bon
rapportz	NOMcom	rapport
qu'	PROrel	que
il	PROper	il
avoit	VERcjg	avoir
ouy	VERppe	ouïr
de	PRE	de
luy	PROper	lui
,	PONfbl	,
et	CONcoo	et
de	PRE	de
la	DETdef	le
grande	ADJqua	grand
experience	NOMcom	expérience
et	CONcoo	et
diligence	NOMcom	dilijance
qui	PROrel	que
estoient	VERcjg	être
en	PRE	en
sa	DETpos	son
personne	NOMcom	personne
.	PONfrt	.

Et	CONcoo	et
,	PONfbl	,
à	PRE	à
briefz	NOMcom	bref
motz	NOMcom	mot
,	PONfbl	,
tout	PROind	tout
quanque	PROrel	cant
le	DETdef	le
conte	NOMcom	conte
de	PRE	de
Parvanchières	NOMpro	Parvanchières
fit	VERcjg	fïer
en	PRE	en
ce	DETdem	ce
voyage	NOMcom	voyage
,	PONfbl	,
fut	VERcjg	être
loué	VERppe	louer
et	CONcoo	et
tenu	VERppe	tenir
pour	PRE	pour
bon	ADJqua	bon
et	CONcoo	et
estre	VERinf	estre
bien	ADVgen	bien
fait	VERppe	faire
.	PONfrt	.

Aussi	ADVgen	aussi
en	PROadv	en
estoit	VERcjg	estre
”	PONpdr	”
“	PONpga	“
il	PROper	il
digne	VERcjg	dignier
:	PONfbl	:
car	CONcoo	car
,	PONfbl	,
en	PRE	en
tous	DETind	tous
lieux	NOMcom	lieu
où	PROrel	où
il	PROper	il
se	PROper	soi
trouvoit	VERcjg	trouver
,	PONfbl	,
il	PROper	il
faisoit	VERcjg	faire
bien	ADVgen	bien
et	CONcoo	et
estoit	VERcjg	estre
ung	DETndf	un
très	ADVgen	très
bon	ADJqua	bon
preudomme	NOMcom	prudhomme
et	CONcoo	et
bon	ADJqua	bon
chevalier	NOMcom	chevalier
à	PRE	à
merveilles	NOMcom	merveille
.	PONfrt	.

Mais	CONcoo	mais
atant	ADVgen	atant
se	PROper	soi
fault	VERcjg	falir
taire	VERinf	taire
de	PRE	de
parler	VERinf	parler
du	PRE.DETdef	de.le
Roy	NOMcom	roi
et	CONcoo	et
du	PRE.DETdef	de.le
conte	NOMcom	conte
de	PRE	de
Parvanchières	NOMpro	Parvanchières
,	PONfbl	,
et	CONcoo	et
retournons	VERcjg	retourner
au	PRE.DETdef	a
Jouvencel	NOMpro	Jouvenceau
,	PONfbl	,
à	PRE	à
Crathor	NOMpro	Crathor
,	PONfbl	,
pour	PRE	pour
ouir	VERinf	ouïr
et	CONcoo	et
savoir	VERinf	savoir
les	DETdef	le
belles	ADJqua	beau
apertises	NOMcom	apertise
d'	PRE	de
armes	NOMcom	arme
et	CONcoo	et
subtillitez	NOMcom	subtileté
,	PONfbl	,
dont	PROrel	dont
nous	PROper	nous
enquerons	VERcjg	enquérir
chascun	DETind	chascun
jour	NOMcom	jour
et	CONcoo	et
pour	PRE	pour
quoy	PROrel	quoi
ce	DETdem	ce
present	ADJqua	présent
livre	NOMcom	livre
est	VERcjg	estre
escript	VERppe	écrire
.	PONfrt	.

Et	CONcoo	et
est	VERcjg	estre
la	DETdef	le
fin	NOMcom	fin
de	PRE	de
ce	DETdem	ce
present	ADJqua	présent
chappitre	NOMcom	chappitre
.	PONfrt	.

Comment	ADVsub	comment
,	PONfbl	,
estant	VERppa	être
lieutenant	NOMcom	lieutenant
du	PRE.DETdef	de.le
Roy	NOMcom	roi
à	PRE	à
Crathor	NOMpro	Crathor
,	PONfbl	,
fut	VERcjg	être
devant	PRE	devant
lui	PROper	il
faitte	VERppe	faire
question	NOMcom	question
d'	PRE	de
un	DETndf	un
gentilhomme	NOMcom	gentilhomme
qui	PROrel	que
avoit	VERcjg	avoir
admené	VERppe	amener
ung	DETndf	un
prisonnier	NOMcom	prisonnier
en	PRE	en
ladicte	DETcom	ladit
ville	NOMcom	ville
et	CONcoo	et
l'	PROper	il
avoit	VERcjg	avoir
mis	VERppe	metre
dedens	ADVgen	dedans
sans	PRE	sans
le	DETdef	le
congié	NOMcom	congié
du	PRE.DETdef	de.le
cappitaine	NOMcom	chapitaine
;	PONfbl	;
comment	ADVsub	comment
,	PONfbl	,
le	DETdef	le
cas	NOMcom	cas
bien	ADVgen	bien
debatu	VERppe	débattre
,	PONfbl	,
fut	VERcjg	être
trouvé	VERppe	trouver
qu'	CONsub	que
il	PROper	il
estoit	VERcjg	estre
acquis	VERppe	acquérir
au	PRE.DETdef	a
cappitaine	NOMcom	chapitaine
.	PONfrt	.

Quant	CONsub	quand
le	DETdef	le
Jouvencel	NOMpro	Jouvenceau
fut	VERcjg	être
retourné	VERppe	retourner
à	PRE	à
Crathor	NOMpro	Crathor
,	PONfbl	,
aprez	PRE	après
qu'	CONsub	que
il	PROper	il
eust	VERcjg	avoir
prins	VERppe	prendre
congié	NOMcom	congié
du	PRE.DETdef	de.le
conte	NOMcom	conte
de	PRE	de
Parvanchières	NOMpro	Parvanchières
,	PONfbl	,
se	PROper	soi
meust	VERcjg	mouvoir
devant	PRE	devant
luy	PROper	lui
la	DETdef	le
question	NOMcom	question
d'	PRE	de
ung	DETndf	un
gentilhomme	NOMcom	gentilhomme
qui	PROrel	que
avoit	VERcjg	avoir
amené	VERppe	amener
ung	DETndf	un
sien	ADJpos	sien
prisonnier	NOMcom	prisonnier
à	PRE	à
la	DETdef	le
ville	NOMcom	ville
et	CONcoo	et
l'	PROper	il
avoit	VERcjg	avoir
miz	VERppe	mettre
dedans	ADVgen	dedans
sans	PRE	sans
le	DETdef	le
congié	NOMcom	congié
du	PRE.DETdef	de.le
cappitaine	NOMcom	chapitaine
.	PONfrt	.

Et	CONcoo	et
,	PONfbl	,
avant	PRE	avant
que	CONsub	que
faire	VERinf	faire
autre	DETind	autre
chose	NOMcom	chose
,	PONfbl	,
fallut	VERcjg	falir
qu'	CONsub	que
il	PROper	il
le	PROper	il
ouyst	VERcjg	ouïr
,	PONfbl	,
pour	PRE	pour
ce	PROdem	ce
qu'	CONsub	que
il	PROper	il
estoit	VERcjg	estre
lieutenant	NOMcom	lieutenant
du	PRE.DETdef	de.le
Roy	NOMcom	roi
.	PONfrt	.

Les	DETdef	le
gens	NOMcom	gens
du	PRE.DETdef	de.le
cappitaine	NOMcom	chapitaine
et	CONcoo	et
ses	DETpos	son
officiers	NOMcom	officier
prindrent	VERcjg	prendre
le	DETdef	le
prisonnier	NOMcom	prisonnier
,	PONfbl	,
en	PRE	en
disant	VERppa	dire
qu'	CONsub	que
il	PROper	il
estoit	VERcjg	estre
leur	DETpos	leur
acquis	VERppe	acquérir
;	PONfbl	;
sur	PRE	sur
quoy	PROrel	quoi
,	PONfbl	,
le	DETdef	le
Jouvencel	NOMpro	Jouvenceau
fut	VERcjg	être
bien	ADVgen	bien
dolent	ADJqua	dolent
;	PONfbl	;
car	CONcoo	car
il	PROper	il
n'	ADVneg	ne
eust	VERcjg	avoir
voulu	VERppe	vouloir
faire	VERinf	faire
chose	NOMcom	chose
qui	PROrel	que
eust	VERcjg	avoir
despleu	VERppe	déplaire
au	PRE.DETdef	a
cappitaine	NOMcom	chapitaine
,	PONfbl	,
et	CONcoo	et
aussy	ADVgen	aussi
celluy	PROdem	celui
à	PRE	à
qui	PROrel	que
estoit	VERcjg	estre
le	DETdef	le
prisonnier	NOMcom	prisonnier
estoit	VERcjg	estre
ung	DETndf	un
vaillant	ADJqua	vaillant
homme	NOMcom	homme
,	PONfbl	,
et	CONcoo	et
aussy	ADVgen	aussi
de	PRE	de
paour	NOMcom	peur
de	PRE	de
faillir	VERinf	falir
à	PRE	à
faire	VERinf	faire
justice	NOMcom	justice
juste	ADJqua	juste
.	PONfrt	.

Et	CONcoo	et
piteuse	ADJqua	piteux
